nroErrores;Error;GÉNERO;AÑO;GRADO;GRUPO;FECHA DE NACIMIENTO;EDAD;NIVEL;CATEGORÍA;UNIDAD ACADÉMICA;SEDE;PROGRAMA EDUCATIVO;NACIONALIDAD;ESTADO DE NACIMIENTO;LENGUA INDÍGENA;Núm. ALUMNOS
111;Valores repetidos;M;2011           ;7              ;1              ;15/06/1989;22             ;LICENCIATURA;BECADO INTERNO;UNIDAD REGIONAL UNIVERSITA;URUZA   ;INGENIERÍA EN SISTEMA;MEXICANA;HIDALGO        ;             ;1              
112;Valores repetidos;M;2011           ;7              ;1              ;19/12/1989;21             ;LICENCIATURA;BECADO EXTERNO;DEIS EN ZOOTECNIA         ;CHAPINGO;INGENIERO AGRÓNOMO ES;MEXICANA;MÉXICO         ;             ;1              
113;Valores repetidos;H;2012           ;2              ;8              ;06/01/1996;16             ;PREPARATORIA;EXTERNO       ;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;MÉXICO         ;             ;1              
114;Valores repetidos;H;2012           ;2              ;12             ;24/07/1996;16             ;PREPARATORIA;EXTERNO       ;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;MÉXICO         ;             ;1              
115;Valores repetidos;H;2012           ;4              ;2              ;10/01/1994;18             ;LICENCIATURA;BECADO EXTERNO;DEIS EN PARASITOLOGÍA AGRÍ;CHAPINGO;INGENIERO AGRÓNOMO ES;MEXICANA;PUEBLA         ;             ;1              
116;Valores repetidos;H;2012           ;4              ;3              ;08/08/1992;20             ;LICENCIATURA;BECADO INTERNO;DEIS EN PARASITOLOGÍA AGRÍ;CHAPINGO;INGENIERO AGRÓNOMO ES;MEXICANA;CHIAPAS        ;             ;1              
117;Valores repetidos;H;2012           ;4              ;3              ;02/01/1994;18             ;LICENCIATURA;BECADO EXTERNO;DEIS EN IRRIGACIÓN        ;CHAPINGO;INGENIERO EN IRRIGACI;MEXICANA;MÉXICO         ;             ;1              
118;Valores repetidos;H;2012           ;4              ;4              ;13/10/1994;17             ;LICENCIATURA;BECADO INTERNO;DEIS EN ZOOTECNIA         ;CHAPINGO;INGENIERO AGRÓNOMO ES;MEXICANA;OAXACA         ;ZAPOTECO     ;1              
119;Valores repetidos;H;2012           ;5              ;1              ;06/01/1991;21             ;LICENCIATURA;BECADO EXTERNO;UNIDAD REGIONAL UNIVERSITA;URUSSE  ;INGENIERO AGRÓNOMO ES;MEXICANA;VERACRUZ       ;CHINANTECO   ;1              
120;Valores repetidos;H;2012           ;5              ;1              ;20/03/1992;20             ;LICENCIATURA;BECADO EXTERNO;DIVISIÓN DE CIENCIAS ECONÓ;CHAPINGO;LICENCIATURA EN COMER;MEXICANA;OAXACA         ;             ;1              
121;Valores repetidos;H;2012           ;5              ;2              ;01/02/1991;21             ;LICENCIATURA;BECADO INTERNO;DEIS EN PARASITOLOGÍA AGRÍ;CHAPINGO;INGENIERO AGRÓNOMO ES;MEXICANA;OAXACA         ;CHINANTECO   ;1              
122;Valores repetidos;H;2012           ;5              ;2              ;02/03/1992;20             ;LICENCIATURA;BECADO INTERNO;DIVISIÓN DE CIENCIAS FORES;CHAPINGO;INGENIERO FORESTAL   ;MEXICANA;OAXACA         ;ZAPOTECO     ;1              
123;Valores repetidos;H;2012           ;5              ;3              ;27/04/1993;19             ;LICENCIATURA;BECADO INTERNO;DEIS EN INGENIERÍA MECÁNIC;CHAPINGO;INGENIERO MECÁNICO AG;MEXICANA;MORELOS        ;             ;1              
124;Valores repetidos;H;2012           ;5              ;4              ;21/11/1990;21             ;LICENCIATURA;BECADO EXTERNO;DEIS EN INGENIERÍA AGROIND;CHAPINGO;INGENIERÍA AGROINDUST;MEXICANA;OAXACA         ;MAZATECO     ;1              
125;Valores repetidos;H;2012           ;6              ;1              ;26/03/1991;21             ;LICENCIATURA;BECADO EXTERNO;DEIS EN FITOTECNIA        ;CHAPINGO;INGENIERO AGRÓNOMO ES;MEXICANA;VERACRUZ       ;             ;1              
126;Valores repetidos;H;2012           ;6              ;3              ;11/03/1991;21             ;LICENCIATURA;BECADO EXTERNO;DEIS EN ZOOTECNIA         ;CHAPINGO;INGENIERO AGRÓNOMO ES;MEXICANA;MÉXICO         ;             ;1              
127;Valores repetidos;H;2012           ;6              ;3              ;30/08/1991;21             ;LICENCIATURA;EXTERNO       ;DEIS EN SUELOS            ;CHAPINGO;INGENIERÍA EN RECURSO;MEXICANA;VERACRUZ       ;             ;1              
128;Valores repetidos;H;2012           ;7              ;1              ;23/02/1990;22             ;LICENCIATURA;BECADO EXTERNO;DEIS EN SUELOS            ;CHAPINGO;INGENIERO AGRÓNOMO ES;MEXICANA;PUEBLA         ;             ;1              
129;Valores repetidos;H;2012           ;7              ;1              ;16/09/1990;22             ;LICENCIATURA;BECADO EXTERNO;DIVISIÓN DE CIENCIAS ECONÓ;CHAPINGO;LICENCIATURA EN COMER;MEXICANA;OAXACA         ;HUAVE        ;1              
130;Valores repetidos;H;2012           ;7              ;2              ;06/05/1991;21             ;LICENCIATURA;BECADO INTERNO;DEIS EN FITOTECNIA        ;CHAPINGO;INGENIERO AGRÓNOMO ES;MEXICANA;CHIAPAS        ;             ;1              
131;Valores repetidos;H;2012           ;8              ;14             ;10/03/1993;19             ;PROPEDÉUTICO;BECADO EXTERNO;UNIDAD REGIONAL UNIVERSITA;URUSSE  ;PROPEDÉUTICO         ;MEXICANA;CHIAPAS        ;TSELTAL      ;1              
132;Valores repetidos;M;2012           ;2              ;9              ;18/10/1996;15             ;PREPARATORIA;EXTERNO       ;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;MÉXICO         ;             ;1              
133;Valores repetidos;M;2012           ;2              ;18             ;10/02/1995;17             ;PREPARATORIA;BECADO INTERNO;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;OAXACA         ;ZAPOTECO     ;1              
134;Valores repetidos;M;2012           ;4              ;2              ;30/03/1993;19             ;LICENCIATURA;BECADO INTERNO;DIVISIÓN DE CIENCIAS FORES;CHAPINGO;INGENIERO FORESTAL   ;MEXICANA;OAXACA         ;             ;1              
135;Valores repetidos;M;2012           ;5              ;1              ;19/07/1992;20             ;LICENCIATURA;BECADO EXTERNO;UNIDAD REGIONAL UNIVERSITA;URUSSE  ;INGENIERO AGRÓNOMO ES;MEXICANA;VERACRUZ       ;             ;1              
136;Valores repetidos;M;2012           ;5              ;1              ;30/08/1992;20             ;LICENCIATURA;BECADO INTERNO;DEIS EN PARASITOLOGÍA AGRÍ;CHAPINGO;INGENIERO AGRÓNOMO ES;MEXICANA;CHIHUAHUA      ;             ;1              
137;Valores repetidos;M;2012           ;5              ;1              ;15/05/1993;19             ;LICENCIATURA;BECADO EXTERNO;DEIS EN SUELOS            ;CHAPINGO;INGENIERO AGRÓNOMO ES;MEXICANA;MÉXICO         ;             ;1              
138;Valores repetidos;M;2012           ;5              ;5              ;01/03/1993;19             ;LICENCIATURA;BECADO EXTERNO;DIVISIÓN DE CIENCIAS ECONÓ;CHAPINGO;INGENIERO AGRÓNOMO ES;MEXICANA;MÉXICO         ;             ;1              
139;Valores repetidos;M;2012           ;5              ;5              ;20/11/1993;18             ;LICENCIATURA;BECADO EXTERNO;DEIS EN SUELOS            ;CHAPINGO;INGENIERÍA EN RECURSO;MEXICANA;MÉXICO         ;PURÉPECHA O T;1              
140;Valores repetidos;M;2012           ;6              ;3              ;16/04/1989;23             ;LICENCIATURA;BECADO INTERNO;DEIS EN PARASITOLOGÍA AGRÍ;CHAPINGO;INGENIERO AGRÓNOMO ES;MEXICANA;MICHOACÁN      ;             ;1              
141;Valores repetidos;M;2012           ;7              ;3              ;27/11/1990;21             ;LICENCIATURA;BECADO INTERNO;DEIS EN INGENIERÍA AGROIND;CHAPINGO;INGENIERÍA AGROINDUST;MEXICANA;OAXACA         ;             ;1              
142;Valores repetidos;M;2012           ;7              ;3              ;28/12/1990;21             ;LICENCIATURA;BECADO EXTERNO;DIVISIÓN DE CIENCIAS ECONÓ;CHAPINGO;LICENCIATURA EN ECONO;MEXICANA;PUEBLA         ;             ;1              
143;Valores repetidos;M;2012           ;8              ;14             ;03/04/1993;19             ;PROPEDÉUTICO;BECADO EXTERNO;UNIDAD REGIONAL UNIVERSITA;URUSSE  ;PROPEDÉUTICO         ;MEXICANA;OAXACA         ;MIXTECO      ;1              
144;Valores repetidos;M;2012           ;8              ;20             ;02/01/1994;18             ;PROPEDÉUTICO;BECADO EXTERNO;CENTRO REGIONAL UNIVERSITA;CRUO    ;PROPEDÉUTICO         ;MEXICANA;VERACRUZ       ;TOTONACO     ;1              
145;Valores repetidos;H;2013           ;1              ;4              ;27/10/1998;14             ;PREPARATORIA;BECADO EXTERNO;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;OAXACA         ;ZAPOTECO     ;1              
146;Valores repetidos;H;2013           ;1              ;5              ;01/06/1998;15             ;PREPARATORIA;BECADO EXTERNO;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;OAXACA         ;ZAPOTECO     ;1              
147;Valores repetidos;H;2013           ;1              ;7              ;06/05/1998;15             ;PREPARATORIA;BECADO EXTERNO;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;OAXACA         ;MIXTECO      ;1              
148;Valores repetidos;H;2013           ;1              ;22             ;02/01/1998;15             ;PREPARATORIA;EXTERNO       ;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;OAXACA         ;             ;1              
149;Valores repetidos;H;2013           ;2              ;20             ;19/12/1996;16             ;PREPARATORIA;BECADO INTERNO;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;QUERÉTARO      ;             ;1              
150;Valores repetidos;H;2013           ;3              ;7              ;05/09/1996;17             ;PREPARATORIA;BECADO INTERNO;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;MÉXICO         ;             ;1              
151;Valores repetidos;H;2013           ;3              ;8              ;24/07/1996;17             ;PREPARATORIA;EXTERNO       ;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;MÉXICO         ;             ;1              
152;Valores repetidos;H;2013           ;4              ;1              ;15/10/1993;19             ;LICENCIATURA;BECADO EXTERNO;UNIDAD REGIONAL UNIVERSITA;URUSSE  ;INGENIERO AGRÓNOMO ES;MEXICANA;VERACRUZ       ;             ;1              
153;Valores repetidos;H;2013           ;4              ;1              ;13/03/1994;19             ;LICENCIATURA;BECADO EXTERNO;DEIS EN SOCIOLOGÍA RURAL  ;CHAPINGO;INGENIERO AGRÓNOMO ES;MEXICANA;GUERRERO       ;             ;1              
154;Valores repetidos;H;2013           ;4              ;1              ;28/07/1994;19             ;LICENCIATURA;BECADO EXTERNO;DEIS EN ZOOTECNIA         ;CHAPINGO;INGENIERO AGRÓNOMO ES;MEXICANA;VERACRUZ       ;             ;1              
155;Valores repetidos;H;2013           ;4              ;1              ;26/06/1995;18             ;LICENCIATURA;BECADO INTERNO;DEIS EN IRRIGACIÓN        ;CHAPINGO;INGENIERO EN IRRIGACI;MEXICANA;OAXACA         ;             ;1              
156;Valores repetidos;H;2013           ;4              ;2              ;21/03/1995;18             ;LICENCIATURA;EXTERNO       ;DEIS EN ZOOTECNIA         ;CHAPINGO;INGENIERO AGRÓNOMO ES;MEXICANA;MÉXICO         ;             ;1              
157;Valores repetidos;H;2013           ;4              ;3              ;03/02/1994;19             ;LICENCIATURA;BECADO EXTERNO;DEIS EN IRRIGACIÓN        ;CHAPINGO;INGENIERO EN IRRIGACI;MEXICANA;OAXACA         ;MIXTECO      ;1              
158;Valores repetidos;H;2013           ;4              ;3              ;19/04/1994;19             ;LICENCIATURA;BECADO EXTERNO;UNIDAD REGIONAL UNIVERSITA;URUSSE  ;INGENIERO AGRÓNOMO ES;MEXICANA;VERACRUZ       ;             ;1              
159;Valores repetidos;H;2013           ;5              ;3              ;08/08/1992;21             ;LICENCIATURA;BECADO INTERNO;DEIS EN PARASITOLOGÍA AGRÍ;CHAPINGO;INGENIERO AGRÓNOMO ES;MEXICANA;CHIAPAS        ;             ;1              
160;Valores repetidos;H;2013           ;6              ;1              ;06/01/1991;22             ;LICENCIATURA;BECADO EXTERNO;UNIDAD REGIONAL UNIVERSITA;URUSSE  ;INGENIERO AGRÓNOMO ES;MEXICANA;VERACRUZ       ;CHINANTECO   ;1              
161;Valores repetidos;H;2013           ;6              ;1              ;20/03/1992;21             ;LICENCIATURA;BECADO EXTERNO;DIVISIÓN DE CIENCIAS ECONÓ;CHAPINGO;LICENCIATURA EN COMER;MEXICANA;OAXACA         ;             ;1              
162;Valores repetidos;H;2013           ;6              ;3              ;27/04/1993;20             ;LICENCIATURA;BECADO INTERNO;DEIS EN INGENIERÍA MECÁNIC;CHAPINGO;INGENIERO MECÁNICO AG;MEXICANA;MORELOS        ;             ;1              
163;Valores repetidos;H;2013           ;7              ;1              ;26/03/1991;22             ;LICENCIATURA;BECADO EXTERNO;DEIS EN FITOTECNIA        ;CHAPINGO;INGENIERO AGRÓNOMO ES;MEXICANA;VERACRUZ       ;             ;1              
164;Valores repetidos;H;2013           ;7              ;3              ;30/08/1991;22             ;LICENCIATURA;EXTERNO       ;DEIS EN SUELOS            ;CHAPINGO;INGENIERÍA EN RECURSO;MEXICANA;VERACRUZ       ;             ;1              
165;Valores repetidos;M;2013           ;1              ;17             ;14/01/1998;15             ;PREPARATORIA;BECADO INTERNO;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;PUEBLA         ;NÁHUATL      ;1              
166;Valores repetidos;M;2013           ;1              ;20             ;16/10/1997;15             ;PREPARATORIA;BECADO EXTERNO;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;OAXACA         ;ZAPOTECO     ;1              
167;Valores repetidos;M;2013           ;3              ;6              ;18/10/1996;16             ;PREPARATORIA;EXTERNO       ;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;MÉXICO         ;             ;1              
168;Valores repetidos;M;2013           ;3              ;14             ;10/02/1995;18             ;PREPARATORIA;BECADO INTERNO;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;OAXACA         ;ZAPOTECO     ;1              
169;Valores repetidos;M;2013           ;4              ;3              ;10/06/1993;20             ;LICENCIATURA;BECADO EXTERNO;DIVISIÓN DE CIENCIAS ECONÓ;CHAPINGO;TRONCO COMÚN DE DICEA;MEXICANA;GUANAJUATO     ;             ;1              
170;Valores repetidos;M;2013           ;4              ;4              ;05/02/1994;19             ;LICENCIATURA;BECADO EXTERNO;DEIS EN PARASITOLOGÍA AGRÍ;CHAPINGO;INGENIERO AGRÓNOMO ES;MEXICANA;MICHOACÁN      ;PURÉPECHA O T;1              
171;Valores repetidos;M;2013           ;4              ;4              ;29/09/1995;18             ;LICENCIATURA;EXTERNO       ;DEIS EN INGENIERÍA AGROIND;CHAPINGO;INGENIERÍA AGROINDUST;MEXICANA;MÉXICO         ;             ;1              
172;Valores repetidos;M;2013           ;5              ;2              ;30/03/1993;20             ;LICENCIATURA;BECADO INTERNO;DIVISIÓN DE CIENCIAS FORES;CHAPINGO;INGENIERO FORESTAL   ;MEXICANA;OAXACA         ;             ;1              
173;Valores repetidos;M;2013           ;5              ;3              ;13/06/1993;20             ;LICENCIATURA;BECADO EXTERNO;DIVISIÓN DE CIENCIAS FORES;CHAPINGO;INGENIERO FORESTAL IN;MEXICANA;MÉXICO         ;OTOMÍ O ÑAHÑU;1              
174;Valores repetidos;M;2013           ;5              ;3              ;07/08/1993;20             ;LICENCIATURA;BECADO EXTERNO;DIVISIÓN DE CIENCIAS ECONÓ;CHAPINGO;LICENCIATURA EN ECONO;MEXICANA;OAXACA         ;             ;1              
175;Valores repetidos;M;2013           ;5              ;7              ;15/06/1992;21             ;LICENCIATURA;BECADO EXTERNO;DIVISIÓN DE CIENCIAS FORES;CHAPINGO;INGENIERÍA EN RESTAUR;MEXICANA;PUEBLA         ;NÁHUATL      ;1              
176;Valores repetidos;M;2013           ;6              ;1              ;30/08/1992;21             ;LICENCIATURA;BECADO INTERNO;DEIS EN PARASITOLOGÍA AGRÍ;CHAPINGO;INGENIERO AGRÓNOMO ES;MEXICANA;CHIHUAHUA      ;             ;1              
177;Valores repetidos;M;2013           ;6              ;1              ;15/05/1993;20             ;LICENCIATURA;BECADO EXTERNO;DEIS EN SUELOS            ;CHAPINGO;INGENIERO AGRÓNOMO ES;MEXICANA;MÉXICO         ;             ;1              
178;Valores repetidos;M;2013           ;6              ;5              ;01/03/1993;20             ;LICENCIATURA;BECADO EXTERNO;DIVISIÓN DE CIENCIAS ECONÓ;CHAPINGO;INGENIERO AGRÓNOMO ES;MEXICANA;MÉXICO         ;             ;1              
179;Valores repetidos;M;2013           ;6              ;5              ;20/11/1993;19             ;LICENCIATURA;BECADO EXTERNO;DEIS EN SUELOS            ;CHAPINGO;INGENIERÍA EN RECURSO;MEXICANA;MÉXICO         ;PURÉPECHA O T;1              
180;Valores repetidos;H;2014           ;1              ;24             ;21/01/1999;15             ;PREPARATORIA;BECADO INTERNO;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;OAXACA         ;MIXTECO      ;1              
181;Valores repetidos;H;2014           ;2              ;3              ;02/01/1998;16             ;PREPARATORIA;BECADO EXTERNO;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;OAXACA         ;ZAPOTECO     ;1              
182;Valores repetidos;H;2014           ;2              ;11             ;21/07/1998;16             ;PREPARATORIA;EXTERNO       ;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;OAXACA         ;CHINANTECO   ;1              
183;Valores repetidos;H;2014           ;3              ;2              ;06/08/1997;17             ;PREPARATORIA;BECADO EXTERNO;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;PUEBLA         ;TOTONACO     ;1              
184;Valores repetidos;H;2014           ;3              ;10             ;19/12/1996;17             ;PREPARATORIA;BECADO INTERNO;DEIS PREPARATORIA AGRÍCOLA;CHAPINGO;PREPARATORIA AGRÍCOLA;MEXICANA;QUERÉTARO      ;             ;1              
185;Valores repetidos;H;2014           ;4              ;1              ;18/10/1994;19             ;LICENCIATURA;BECADO INTERNO;DEIS EN FITOTECNIA        ;CHAPINGO;INGENIERÍA AGRONÓMICA;MEXICANA;OAXACA         ;ZAPOTECO     ;1              
